GLIMMER (ver. 3.02; iterated)  predictions:
 orfID      start     end  frame  score
orf03156  2673723  2673481  -1    14.78
orf03157  2674862  2673897  -3     7.58
orf03158  2675128  2674940  -2    12.12
orf03159  2675983  2675207  -2     7.33
orf03160  2676547  2676179  -2     7.87
orf03161  2676818  2676699  -3    18.52
orf03163  2677231  2677785  +1     3.11
orf03165  2678049  2679251  +3     8.07
orf03167  2679874  2680236  +1     8.21
orf03168  2680417  2681616  +1    10.05
orf03169  2681673  2682071  +3     8.10
orf03170  2682164  2682994  +2     7.11
orf03171  2683840  2683211  -2     3.51
orf03172  2684159  2684028  -3     2.94
orf03173  2684506  2684219  -2     2.09
orf03174  2685210  2684539  -1     3.58
orf03175  2685392  2685207  -3    10.63
orf03176  2686078  2685362  -2     9.83
orf03177  2686454  2686182  -3    11.89
orf03178  2686748  2686578  -3     6.07
orf03179  2687189  2687329  +2     7.09
orf03180  2687357  2687500  +2     7.71
orf03181  2687529  2687672  +3     7.32
orf03182  2687699  2687842  +2     5.96
orf03183  2687868  2688008  +3     2.70
orf03184  2689501  2688416  -2     6.68
orf03185  2689650  2690471  +3     6.65
orf03186  2692049  2690937  -3    10.91
orf03187  2692974  2692126  -1     7.15
orf03188  2693977  2692991  -2    10.81
orf03189  2694750  2693995  -1     9.84
orf03190  2695706  2694978  -3     5.93
orf03191  2696293  2695703  -2     5.76
orf03192  2697012  2696503  -1     7.28
orf03193  2697610  2697116  -2     6.62
orf03194  2698652  2697603  -3     6.50
orf03195  2699138  2698665  -3     9.24
orf03196  2699951  2699262  -3    10.59
orf03197  2700770  2699967  -3     8.84
orf03198  2700936  2701385  +3     9.86
orf03199  2702685  2701438  -1     7.43
orf03200  2703317  2702706  -3     7.43
orf03202  2703824  2703417  -3     6.78
orf03203  2704819  2703881  -2     9.46
orf03204  2705410  2704889  -2     7.31
orf03205  2705926  2705426  -2    10.58
orf03206  2706506  2705961  -3     8.18
orf03207  2707223  2706522  -3     8.36
orf03208  2707923  2707240  -1    10.72
orf03209  2708549  2708289  -3    12.48
orf03210  2708661  2708539  -1     5.78
orf03211  2708767  2709594  +1     9.41
orf03212  2709754  2710416  +1     5.24
orf03213  2710527  2711198  +3    10.22
orf03214  2713231  2711258  -2     8.41
orf03215  2715373  2713748  -2     8.93
orf03216  2716599  2715751  -1     4.81
orf03217  2717382  2716885  -1     9.88
orf03218  2717576  2717424  -3     9.88
orf03219  2720000  2717577  -3     9.29
orf03220  2720820  2720254  -1     8.08
orf03221  2722247  2721090  -3     8.77
orf03223  2723722  2722433  -2    10.76
orf03224  2724839  2723739  -3     9.99
orf03225  2725932  2724832  -1     8.41
orf03226  2727123  2725951  -1    13.62
orf03227  2728484  2727408  -3    10.93
orf03228  2731865  2729316  -3     6.17
orf03229  2732796  2731909  -1     8.36
orf03230  2732976  2733413  +3     4.96
orf03231  2734092  2733562  -1     9.22
orf03232  2734642  2734109  -2     9.48
orf03233  2734961  2734662  -3     6.18
orf03234  2735063  2735578  +2     5.86
orf03237  2736952  2735630  -2    10.14
orf03238  2738288  2737290  -3     9.94
orf03239  2738856  2738278  -1     5.10
orf03240  2739025  2739471  +1     2.90
orf03241  2739596  2739943  +2     6.36
orf03243  2741123  2740077  -3     6.77
orf03244  2741505  2743007  +3     8.94
orf03245  2744094  2743051  -1    12.34
orf03246  2744809  2745117  +1     3.30
orf03247  2744753  2744091  -3     5.06
orf03249  2746030  2745077  -2     5.51
orf03250  2747475  2746027  -1     8.71
orf03251  2747704  2748636  +1     6.64
orf03252  2748636  2749796  +3     6.66
orf03253  2749957  2750199  +1     7.80
orf03254  2750225  2750587  +2     7.52
orf03255  2750594  2751376  +2    10.02
orf03256  2752002  2751499  -1     4.34
orf03257  2752638  2752339  -1     3.53
orf03258  2753027  2752689  -3     6.44
orf03259  2753694  2753110  -1     7.09
orf03261  2754117  2753791  -1    10.63
orf03263  2755428  2754214  -1     3.00
orf03264  2756529  2755486  -1     6.82
orf03265  2756818  2757306  +1     8.65
orf03266  2757510  2758703  +3     6.36
orf03268  2759997  2758753  -1     9.21
orf03269  2761271  2760027  -3     7.53
orf03271  2761829  2762647  +2     6.79
orf03272  2764424  2762784  -3     8.34
orf03273  2765249  2764500  -3     7.07
orf03274  2765517  2766941  +3     7.85
orf03275  2768189  2767002  -3     8.62
orf03276  2769220  2768465  -2     6.24
orf03277  2771371  2769698  -2     9.11
orf03279  2771656  2772138  +1     3.81
orf03280  2772149  2772364  +2     9.81
orf03281  2772716  2772405  -3     4.25
orf03282  2773209  2772823  -1    11.80
orf03283  2773889  2773206  -3     6.01
orf03284  2775199  2773979  -2     6.38
orf03285  2776029  2775295  -1     5.95
orf03287  2776773  2776192  -1     3.89
orf03288  2777315  2776773  -3    11.97
orf03289  2777713  2777330  -2     9.45
orf03290  2777997  2778242  +3     9.03
orf03292  2779176  2778640  -1     5.16
orf03293  2779501  2779184  -2     7.13
orf03294  2779708  2780637  +1     9.97
orf03295  2780634  2781797  +3     5.66
orf03296  2781999  2782880  +3     3.90
orf03297  2784394  2782937  -2     8.44
orf03298  2785142  2786638  +2     4.13
orf03299  2787022  2786780  -2     3.94
orf03300  2789176  2787638  -2     4.94
orf03301  2790018  2789191  -1     5.83
orf03302  2791528  2790011  -2     7.00
orf03303  2791923  2791777  -1     0.13
orf03304  2792798  2791941  -3     4.77
orf03305  2794313  2793096  -3     9.94
orf03306  2794585  2795964  +1     7.40
orf03308  2796615  2796088  -1     4.28
orf03309  2798483  2796729  -3     7.28
orf03310  2800019  2798853  -3     7.83
orf03311  2800784  2800278  -3     3.71
orf03313  2801362  2800979  -2     6.01
orf03314  2801710  2801384  -2     6.08
orf03315  2802835  2801726  -2     6.38
orf03316  2803764  2802832  -1     9.41
orf03317  2804205  2803912  -1    11.06
orf03318  2804810  2804244  -3    13.20
orf03319  2805257  2804829  -3     8.77
orf03320  2805522  2807465  +3     7.22
orf03321  2808156  2807512  -1     8.13
orf03322  2808645  2808178  -1     8.98
orf03323  2808806  2808690  -3     0.28
orf03324  2808800  2808931  +2     3.55
orf03325  2809303  2809010  -2     3.74
orf03326  2809950  2809333  -1     4.00
orf03327  2810810  2809938  -3     6.39
orf03328  2811187  2810798  -2    11.71
orf03329  2812688  2811666  -3     7.60
orf03330  2813545  2812874  -2     8.64
orf03331  2814807  2813545  -1     4.40
orf03332  2815898  2814813  -3     3.62
orf03333  2816332  2815964  -2     5.12
orf03334  2817486  2816539  -1     6.11
orf03335  2818401  2817511  -1     3.63
orf03336  2818920  2818450  -1     8.13
orf03337  2819345  2818938  -3     7.28
orf03338  2819442  2819909  +3     7.09
orf03340  2820839  2819928  -3     5.44
orf03341  2820965  2822407  +2     6.53
orf03342  2822489  2822929  +2     9.69
orf03343  2823320  2823006  -3     8.43
orf03344  2823539  2824411  +2     5.06
orf03345  2825731  2824730  -2     3.01
orf03346  2826399  2825728  -1     4.18
orf03347  2827315  2826434  -2     5.61
orf03348  2828350  2827526  -2     7.88
orf03349  2829150  2828479  -1     9.05
orf03350  2830107  2829364  -1     8.44
orf03351  2831047  2830121  -2     8.80
orf03352  2831859  2831062  -1    10.77
orf03354  2832066  2832968  +3     8.98
orf03355  2833450  2832989  -2    10.28
orf03356  2834078  2835544  +2    10.65
orf03357  2835658  2835963  +1     9.39
orf03358  2835997  2836767  +1     4.49
orf03359  2837323  2836832  -2     5.79
orf03361  2837518  2838279  +1     7.27
orf03362  2838515  2838333  -3     7.51
orf03363  2838669  2838499  -1     4.62
orf03364  2839217  2838738  -3     5.51
orf03366  2839594  2840094  +1     6.35
orf03367  2840649  2840128  -1     6.84
orf03368  2840860  2840732  -2     3.86
orf03369  2842884  2840926  -1     9.46
orf03370  2843174  2843755  +2     3.96
orf03371  2844539  2843811  -3    11.00
orf03372  2845262  2844615  -3    10.84
orf03373  2846586  2845510  -1     8.33
orf03374  2847056  2846718  -3     8.91
orf03376  2848139  2847177  -3    11.17
orf03377  2848836  2848141  -1     9.38
orf03379  2849621  2848860  -3    10.57
orf03380  2850628  2849666  -2     9.16
orf03381  2851332  2850619  -1     8.75
orf03382  2852099  2851347  -3     9.44
orf03383  2852909  2852358  -3    13.66
orf03384  2853610  2852933  -2    13.04
orf03386  2855055  2853925  -1     4.57
orf03387  2855963  2855259  -3     5.99
orf03388  2856033  2856503  +3     4.32
orf03389  2857868  2856720  -3     9.53
orf03390  2858653  2858021  -2    10.73
orf03393  2859571  2858984  -2     7.60
orf03394  2859901  2860098  +1     7.44
orf03395  2861563  2860235  -2     7.76
orf03396  2862555  2861677  -1     8.89
orf03397  2863071  2862559  -1     9.16
orf03398  2863668  2863231  -1     6.92
orf03400  2865008  2863827  -3     8.80
orf03401  2865180  2865797  +3     8.91
orf03402  2868463  2865857  -2     6.72
orf03404  2868846  2868965  +3     3.76
orf03405  2868950  2869807  +2     5.58
orf03406  2871034  2870201  -2     3.25
orf03407  2871530  2871024  -3     3.60
orf03408  2872352  2871873  -3     7.37
orf03409  2872870  2873628  +1     3.89
orf03411  2873720  2874346  +2     3.39
orf03412  2875082  2874399  -3     5.77
orf03413  2875535  2875155  -3     5.34
orf03414  2875908  2875756  -1    12.36
orf03415  2876315  2876103  -3    16.20
orf03416  2876590  2877066  +1     5.46
orf03417  2877617  2877102  -3    12.25
orf03418  2878124  2877912  -3    13.23
orf03419  2878372  2879505  +1     6.43
orf03420  2880539  2879862  -3     3.49
orf03421  2880942  2881796  +3     7.80
orf03422  2883370  2881940  -2    13.29
orf03423  2884428  2883424  -1     5.28
orf03424  2884612  2884989  +1     5.85
orf03425  2885303  2885434  +2     8.32
orf03426  2886174  2885533  -1     3.87
orf03427  2887756  2886341  -2     5.03
orf03429  2889382  2888030  -2     5.62
orf03430  2890085  2890321  +2     2.16
orf03431  2890044  2889580  -1     8.28
orf03432  2891076  2890726  -1     5.14
orf03433  2892485  2891241  -3     7.69
orf03434  2892736  2892593  -2     3.25
orf03435  2893584  2892796  -1     5.47
orf03436  2894398  2893937  -2     3.56
orf03438  2895000  2894362  -1     3.78
orf03439  2895539  2894997  -3     3.88
orf03440  2895754  2895566  -2     3.62
orf03441  2897244  2895943  -1     4.86
orf03442  2897647  2897513  -2     5.00
orf03443  2897516  2897391  -3     0.97
orf03444  2899136  2898192  -3     5.46
orf03445  2899743  2899141  -1     5.72
orf03446  2900327  2899797  -3     3.02
orf03447  2901671  2900691  -3     5.80
orf03449  2902926  2901796  -1     8.94
orf03450  2903221  2902904  -2     5.36
orf03452  2904362  2905513  +2     3.33
orf03453  2906548  2905775  -2     4.21
orf03454  2906676  2907203  +3     5.79
orf03455  2907227  2908000  +2     7.00
orf03456  2908413  2908255  -1     0.37
orf03457  2910223  2908634  -2    10.22
orf03458  2912549  2910909  -3     9.21
orf03459  2913499  2912663  -2     7.76
orf03460  2913992  2914636  +2     7.43
orf03461  2914810  2915454  +1     6.11
orf03462  2915451  2916044  +3     3.66
orf03463  2916430  2917893  +1     4.40
orf03464  2919052  2918174  -2     3.79
orf03465  2919704  2919543  -3     4.97
orf03466  2920299  2920147  -1     5.63
orf03467  2921092  2920292  -2     3.52
orf03468  2922423  2921398  -1     6.55
orf03469  2922860  2922459  -3    10.36
orf03470  2923332  2922946  -1     7.69
orf03471  2923773  2924138  +3     4.28
orf03472  2924887  2924177  -2    10.40
orf03473  2925446  2924991  -3     2.89
orf03474  2926989  2925559  -1     3.79
orf03475  2927666  2927154  -3     4.53
orf03476  2930371  2927747  -2     7.09
orf03477  2931903  2930371  -1     5.01
orf03478  2932908  2932546  -1     6.88
orf03479  2933463  2934017  +3     6.18
orf03480  2935014  2934103  -1     8.43
orf03481  2936094  2935210  -1     7.56
orf03482  2937680  2936745  -3     9.68
orf03484  2938564  2937698  -2     7.15
orf03485  2939310  2938561  -1     8.33
orf03486  2940282  2939683  -1     7.72
orf03488  2941321  2940338  -2     4.27
orf03489  2941469  2941951  +2     6.74
orf03490  2942872  2942042  -2     5.01
orf03491  2943430  2943026  -2     9.93
orf03492  2944496  2943456  -3     8.71
orf03493  2944952  2944515  -3     7.68
orf03494  2945317  2945012  -2     3.38
orf03495  2946441  2945764  -1     4.59
orf03496  2947734  2946454  -1     6.01
orf03497  2949434  2947734  -3     7.53
orf03498  2950217  2949942  -3     3.80
orf03499  2951286  2950522  -1    10.04
orf03500  2951454  2951894  +3     5.70
orf03501  2953166  2951961  -3    11.31
orf03502  2955711  2953432  -1     7.06
orf03503  2955853  2956245  +1     8.93
orf03504  2956381  2956578  +1     4.89
orf03505  2957110  2956589  -2     3.80
orf03506  2957723  2957250  -3     4.58
orf03507  2958142  2957987  -2     3.07
orf03508  2959852  2958566  -2     4.05
orf03509  2962343  2960268  -3     3.82
orf03510  2963166  2963324  +3     6.43
orf03511  2964077  2963772  -3    11.38
orf03512  2964645  2964295  -1     6.58
orf03513  2965389  2964970  -1     7.30
orf03514  2968869  2965672  -1     6.26
orf03515  2969080  2968910  -2     1.57
orf03517  2970933  2969455  -1     5.52
orf03518  2971358  2971960  +2     3.84
orf03519  2972740  2972201  -2     4.18
orf03520  2973427  2973086  -2     9.20
orf03521  2973900  2973430  -1    11.22
orf03522  2974076  2974750  +2     6.43
orf03523  2974810  2976120  +1     5.23
orf03524  2976618  2976403  -1     3.55
orf03525  2978388  2976943  -1     8.80
orf03526  2979699  2979349  -1     8.53
orf03527  2979869  2980159  +2     4.20
orf03530  2981323  2980328  -2    12.57
orf03531  2982275  2981676  -3     7.91
orf03532  2982908  2982330  -3    12.15
orf03533  2983578  2983105  -1     2.94
orf03534  2984429  2983572  -3     3.37
orf03535  2985356  2985063  -3     2.34
orf03536  2985559  2985362  -2     2.05
orf03539  2987045  2985900  -3     5.67
orf03540  2988379  2987042  -2     3.34
orf03541  2989223  2988372  -3     4.85
orf03542  2990206  2989220  -2     6.68
orf03544  2991365  2990283  -3     5.17
orf03545  2992344  2991355  -1     9.11
orf03546  2993690  2992776  -3     8.96
orf03547  2993911  2994492  +1     4.84
orf03548  2994642  2995760  +3    10.08
orf03549  2996496  2995825  -1    12.70
orf03550  2997560  2996496  -3    12.15
orf03552  2997745  2998368  +1     6.94
orf03553  2998438  2999697  +1     4.73
orf03554  3001260  2999884  -1     8.21
orf03555  3001939  3001262  -2    11.16
orf03557  3002685  3002020  -1     3.56
orf03558  3002800  3003252  +1     7.96
orf03559  3003278  3003712  +2     2.38
orf03560  3003670  3003795  +1     3.54
orf03561  3003818  3004441  +2     6.05
orf03562  3005477  3004638  -3     7.93
orf03563  3007281  3005926  -1     6.25
orf03564  3008011  3007319  -2     3.60
orf03565  3009425  3008013  -3     6.47
orf03566  3010150  3009422  -2     7.12
orf03567  3010333  3011205  +1     3.79
orf03568  3012059  3011418  -3    11.73
orf03569  3012387  3013379  +3     8.02
orf03571  3014268  3014017  -1     6.76
orf03572  3014457  3014272  -1     4.88
orf03573  3016743  3015541  -1     3.29
orf03574  3017867  3016818  -3     3.53
orf03575  3018745  3017885  -2     6.64
orf03576  3019133  3018732  -3     3.09
orf03577  3020056  3019181  -2     6.29
orf03578  3020155  3021144  +1     4.59
orf03579  3021381  3022496  +3     3.25
orf03580  3022496  3022657  +2     6.22
orf03581  3024847  3024299  -2     3.47
orf03582  3025400  3025173  -3     4.50
orf03583  3025733  3026998  +2     3.56
orf03584  3026995  3027336  +1     4.23
orf03585  3027380  3027754  +2     3.49
orf03586  3029832  3027850  -1     7.35
orf03587  3030658  3030545  -2     8.60
orf03588  3030876  3031793  +3     3.24
orf03589  3032180  3032626  +2     6.01
orf03590  3034348  3032939  -2     5.88
orf03591  3035657  3035535  -3     4.40
orf03592  3038810  3035928  -3     6.66
orf03593  3039423  3039226  -1     4.94
orf03594  3040898  3039729  -3     4.66
orf03595  3041344  3041844  +1     3.70
orf03596  3042822  3042523  -1     4.68
orf03598  3044496  3043177  -1     3.51
orf03599  3045680  3044790  -3     9.27
orf03600  3046401  3045703  -1     5.50
orf03601  3047549  3047406  -3     5.43
orf03602  3048905  3047631  -3     4.75
orf03603  3051314  3048984  -3     3.24
orf03604  3052353  3051325  -1     6.38
orf03605  3053017  3052436  -2     9.02
orf03606  3053661  3053221  -1     3.18
orf03607  3053812  3055107  +1     2.99
orf03608  3056765  3056256  -3     3.85
orf03609  3058156  3056909  -2    10.27
orf03610  3059342  3058170  -3     9.29
orf03611  3060440  3059355  -3     8.97
orf03612  3060980  3060726  -3     3.34
orf03613  3062040  3061018  -1     8.16
orf03614  3062530  3062030  -2     6.80
orf03615  3063027  3062836  -1     3.41
orf03616  3064184  3063117  -3     9.37
orf03617  3064604  3064365  -3     2.26
orf03618  3065725  3064898  -2     3.23
orf03619  3066046  3066165  +1     4.47
orf03620  3068669  3066279  -3     9.70
orf03621  3069489  3068749  -1     7.98
orf03622  3070796  3069780  -3     8.89
orf03623  3071555  3071007  -3     9.83
orf03626  3071954  3072661  +2     5.59
orf03627  3073071  3072739  -1     7.07
orf03628  3073515  3074597  +3     8.07
orf03629  3075187  3074729  -2    10.40
orf03630  3075444  3075854  +3     3.35
orf03631  3076154  3075954  -3    11.25
orf03632  3077334  3076138  -1     5.78
orf03633  3078377  3077475  -3     8.41
orf03634  3078567  3078983  +3     8.23
orf03635  3078999  3080198  +3    10.58
orf03636  3080299  3081558  +1     8.20
orf03637  3081800  3081675  -3     5.07
orf03638  3082769  3081981  -3     3.49
orf03639  3083670  3082762  -1     6.55
orf03640  3083906  3083667  -3     3.72
orf03641  3083906  3084019  +2     0.97
orf03643  3084029  3084574  +2     6.95
orf03644  3085163  3084774  -3     0.85
orf03645  3085522  3085160  -2     9.28
orf03646  3086094  3085537  -1     8.74
orf03647  3087964  3086426  -2     5.79
orf03648  3088371  3089717  +3    10.65
orf03649  3090111  3089758  -1     2.27
orf03650  3090683  3090108  -3     7.77
orf03651  3091096  3090707  -2    10.46
orf03652  3091605  3091348  -1     5.21
orf03653  3091929  3092120  +3     9.69
orf03654  3092875  3092153  -2     5.94
orf03656  3093667  3093059  -2     7.37
orf03658  3095388  3093733  -1     9.37
orf03659  3096173  3095367  -3     7.75
orf03661  3097104  3096268  -1    14.94
orf03662  3098948  3097161  -3    10.66
orf03663  3099766  3099287  -2     8.23
orf03667  3099967  3101397  +1     5.87
orf03668  3102372  3101545  -1     6.63
orf03669  3103156  3102800  -2     3.79
orf03670  3104386  3103358  -2     7.89
orf03671  3105521  3104397  -3     4.88
orf03672  3106434  3105862  -1     3.59
orf03674  3107530  3107054  -2    13.67
orf03675  3107867  3109147  +2     6.97
orf03676  3109474  3109620  +1     5.47
orf03677  3109886  3110485  +2     4.74
orf03678  3110924  3110544  -3     5.50
orf03679  3111053  3111736  +2    10.10
orf03680  3111890  3112165  +2    14.04
orf03681  3113270  3112212  -3     8.88
orf03682  3114073  3113363  -2    13.22
orf03683  3115169  3114411  -3    10.08
orf03684  3116884  3115226  -2     8.51
orf03685  3117602  3116877  -3     9.36
orf03686  3117883  3117689  -2     5.63
orf03687  3118063  3118422  +1     7.41
orf03688  3118410  3118613  +3     7.99
orf03689  3119631  3118669  -1     5.18
orf03690  3120515  3119805  -3     7.86
orf03691  3120879  3121280  +3     4.39
orf03692  3122397  3121375  -1    10.00
orf03693  3123299  3122577  -3     9.06
orf03694  3123423  3124262  +3     5.03
orf03695  3124280  3124606  +2     1.78
orf03696  3125005  3124850  -2     7.55
orf03697  3125580  3125200  -1     8.54
orf03698  3126670  3125642  -2     7.90
orf03699  3127986  3126793  -1     6.96
orf03701  3128606  3128043  -3     9.44
orf03702  3129314  3128913  -3     2.94
orf03703  3131400  3129346  -1     4.33
orf03704  3132155  3131397  -3     7.56
orf03705  3132297  3132148  -1     5.37
orf03707  3133372  3132374  -2     8.69
orf03708  3133763  3134920  +2     9.40
orf03709  3136071  3134950  -1     8.26
orf03710  3136383  3136135  -1    10.18
orf03711  3136520  3136981  +2     5.43
orf03712  3137259  3137402  +3     3.29
orf03713  3138213  3137458  -1     8.05
orf03714  3138796  3138254  -2    10.08
orf03715  3138909  3140090  +3     4.08
orf03716  3141061  3140147  -2     6.67
orf03717  3141329  3141724  +2     5.25
orf03718  3141801  3142040  +3     4.48
orf03719  3142664  3142116  -3    10.31
orf03720  3143277  3142864  -1    11.03
orf03721  3144658  3143330  -2    12.17
orf03722  3145158  3144778  -1     7.43
orf03723  3145633  3146517  +1     8.77
orf03725  3147384  3146563  -1     6.51
orf03726  3147580  3147756  +1     4.53
orf03727  3149003  3147936  -3     8.08
orf03728  3150666  3149125  -1     8.24
orf03729  3152047  3150722  -2    10.73
orf03730  3153105  3152437  -1    13.23
orf03731  3154050  3153157  -1    12.05
orf03732  3156179  3154155  -3    11.51
orf03733  3157703  3156219  -3     8.18
orf03734  3158602  3158054  -2     7.42
orf03735  3159645  3158692  -1     7.43
orf03736  3160621  3159659  -2     9.23
orf03737  3160926  3160747  -1     3.68
orf03738  3161032  3162039  +1     8.30
orf03740  3163093  3162299  -2     7.79
orf03741  3165378  3163681  -1     8.43
orf03742  3167762  3165534  -3     7.63
orf03743  3168704  3168105  -3    10.48
orf03744  3170160  3169087  -1     6.20
orf03745  3171411  3170572  -1    14.63
orf03746  3172642  3171428  -2    10.55
orf03747  3173694  3173221  -1     8.63
orf03748  3174213  3173737  -1     6.45
orf03749  3174766  3175248  +1    11.59
orf03750  3176727  3175408  -1     6.79
orf03751  3178212  3177880  -1     3.69
orf03752  3178756  3178343  -2     5.77
orf03753  3179054  3178920  -3     9.74
orf03754  3179297  3179130  -3     6.42
orf03756  3179740  3179345  -2     4.10
orf03757  3180341  3180685  +2     6.56
orf03758  3181487  3180750  -3     6.70
orf03759  3182224  3181520  -2    11.06
orf03760  3182581  3182243  -2    10.98
orf03761  3183971  3182799  -3     8.42
orf03763  3184620  3184294  -1     7.63
orf03764  3185151  3184810  -1    10.48
orf03765  3185583  3186593  +3    12.41
orf03766  3186672  3187088  +3     4.85
orf03767  3188138  3187314  -3     9.26
orf03768  3188724  3188167  -1     7.84
orf03769  3189600  3188752  -1     4.76
orf03770  3189776  3189985  +2    10.13
orf03771  3190998  3190099  -1    11.69
orf03772  3191786  3191010  -3     5.44
orf03773  3192487  3191783  -2     6.82
orf03774  3193047  3192484  -1     6.41
orf03775  3194695  3193193  -2    10.11
orf03777  3195075  3194830  -1     9.74
orf03778  3195365  3195111  -3     6.32
orf03779  3195487  3195810  +1     6.09
orf03780  3196561  3196004  -2     4.58
orf03781  3196788  3196549  -1     8.32
orf03782  3197275  3198345  +1     4.12
orf03783  3198780  3198505  -1     7.63
orf03784  3201792  3199009  -1     6.08
orf03785  3202360  3201839  -2     7.17
orf03789  3203860  3202538  -2     5.32
orf03790  3204572  3203853  -3     6.03
orf03792  3205267  3205130  -2     0.58
orf03793  3205891  3205310  -2     6.42
orf03794  3206887  3206234  -2     3.66
orf03796  3207504  3208094  +3     7.91
orf03797  3208625  3208368  -3     1.29
orf03798  3209257  3208772  -2     8.19
orf03799  3209362  3210021  +1     3.85
orf03800  3210667  3210461  -2     6.44
orf03801  3211871  3211122  -3     4.99
orf03803  3212633  3211872  -3     6.21
orf03804  3213129  3212788  -1     7.96
orf03805  3213525  3213205  -1     3.11
orf03807  3215258  3213948  -3    10.28
orf03808  3215494  3216525  +1     3.49
orf03809  3217729  3216959  -2     9.12
orf03810  3218605  3217868  -2     6.44
orf03811  3218921  3218640  -3    12.51
orf03812  3219038  3219328  +2     2.68
orf03813  3219640  3219359  -2    11.65
orf03814  3219773  3219967  +2     5.03
orf03815  3220078  3221115  +1     3.49
orf03816  3221400  3221152  -1     8.44
orf03817  3222721  3221678  -2     6.24
orf03818  3223246  3222893  -2     6.43
orf03819  3223952  3223260  -3     6.26
orf03820  3224062  3224508  +1     7.33
orf03821  3224522  3224986  +2     8.27
orf03822  3225091  3225570  +1     5.49
orf03823  3226363  3225611  -2     8.64
orf03824  3226551  3227123  +3    12.89
orf03825  3227319  3227570  +3     9.13
orf03826  3229010  3227619  -3    11.49
orf03827  3230839  3229640  -2     8.66
orf03828  3231206  3231772  +2     4.19
orf03830  3232040  3231816  -3     2.93
orf03831  3232303  3232151  -2     3.33
orf03832  3232639  3232361  -2     2.50
orf03834  3233650  3233270  -2     9.94
orf03835  3234691  3234029  -2    13.31
orf03836  3235057  3234707  -2    11.37
orf03837  3235320  3236645  +3     9.43
orf03838  3236944  3236717  -2    15.82
orf03839  3237943  3237806  -2     0.93
orf03842  3238094  3238447  +2     1.27
orf03843  3239369  3238824  -3     6.37
orf03844  3240367  3239588  -2    11.79
orf03845  3240486  3240352  -1     9.64
orf03846  3241524  3240508  -1     8.69
orf03847  3242559  3241525  -1     9.14
orf03848  3242830  3243594  +1     4.17
orf03849  3244729  3243872  -2     3.33
orf03850  3245964  3244978  -1     6.41
orf03851  3246690  3246235  -1    12.68
orf03852  3246886  3247377  +1     4.50
orf03853  3247951  3247475  -2     4.17
orf03854  3248481  3247969  -1     9.01
orf03855  3249676  3248783  -2     9.39
orf03856  3249800  3250765  +2     9.24
orf03857  3251535  3250831  -1     8.99
orf03858  3252222  3251698  -1    12.83
orf03859  3254130  3252229  -1     9.79
orf03861  3254648  3254529  -3     1.26
orf03864  3254743  3255372  +1     4.07
orf03865  3257008  3255467  -2     6.98
orf03866  3257224  3257877  +1     7.44
orf03867  3258131  3259918  +2     7.49
orf03868  3261087  3259954  -1     8.11
orf03869  3261344  3261574  +2     6.61
orf03870  3262918  3261674  -2     6.34
orf03871  3263004  3263855  +3     5.45
orf03872  3263848  3264357  +1     5.20
orf03873  3264451  3265128  +1     6.10
orf03874  3266122  3265178  -2    10.30
orf03875  3267451  3266861  -2     3.63
orf03876  3268079  3267426  -3     3.68
orf03877  3270314  3268695  -3     8.53
orf03878  3270792  3271136  +3     7.42
orf03879  3271155  3272153  +3     8.72
orf03880  3272332  3273798  +1     7.26
orf03882  3274054  3274728  +1     4.62
orf03883  3274804  3275148  +1     3.70
orf03884  3275145  3275336  +3     8.14
orf03885  3276009  3275410  -1     7.38
orf03886  3276671  3276144  -3     7.05
orf03887  3277042  3276695  -2     0.42
orf03888  3278023  3277055  -2     8.02
orf03889  3279419  3278028  -3    10.10
orf03890  3279987  3279589  -1     8.17
orf03891  3281147  3280335  -3     4.77
orf03892  3282715  3281375  -2     3.96
orf03893  3283725  3283159  -1     9.97
orf03894  3284848  3283718  -2     8.45
orf03895  3287423  3284868  -3     4.99
orf03896  3288368  3287577  -3     9.88
orf03897  3291622  3288707  -2     9.80
orf03898  3291720  3291845  +3     0.45
orf03899  3292503  3291826  -1    11.17
orf03900  3292796  3293314  +2    10.20
orf03902  3294539  3293610  -3     8.91
orf03903  3295625  3294714  -3    10.74
orf03904  3296004  3296330  +3     7.18
orf03906  3296447  3297538  +2     8.83
orf03908  3298196  3297849  -3     3.81
orf03909  3298389  3298228  -1     5.33
orf03910  3299383  3298538  -2     6.76
orf03911  3299773  3299573  -2    11.52
orf03912  3300889  3299990  -2     4.60
orf03913  3301349  3300906  -3    13.97
orf03915  3302111  3301491  -3    11.74
orf03916  3302592  3302197  -1     9.81
orf03917  3302930  3302589  -3    11.06
orf03918  3303041  3303598  +2     6.33
orf03921  3310722  3303646  -1     6.40
orf03922  3310839  3311588  +3     9.49
orf03923  3312457  3311624  -2     8.24
orf03924  3314032  3312524  -2     9.00
orf03925  3315213  3314134  -1     8.16
orf03926  3316301  3315360  -3     6.95
orf03927  3317848  3316409  -2     8.85
orf03928  3318130  3317852  -2    10.13
orf03929  3318404  3319888  +2    10.70
orf03930  3320679  3319939  -1    13.50
orf03931  3320806  3320961  +1     8.51
orf03932  3322886  3321033  -3     7.19
orf03933  3323411  3322986  -3    10.98
orf03934  3324432  3323491  -1     7.27
orf03935  3324771  3324523  -1     8.49
orf03937  3325338  3324940  -1     8.46
orf03938  3325605  3325381  -1     4.55
